Ham/Spam,Text,target,words,message
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,"['Ooh', '4got', 'gonna', 'start', 'belly', 'dancing', 'moseley', 'weds', '6', '30', 'u', 'want', '2', 'join', 'cafe']",Ooh 4got going to start belly dance moseley wed 6 30 u want 2 join cafe
ham,Thankyou so much for the call. I appreciate your care.,0,"['Thankyou', 'much', 'call', 'I', 'appreciate', 'care']",Thankyou much call appreciate care
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0,"['Congrats', 'Treat', 'pending', 'mail', '2', 'days', 'mail', 'thru', 'Respect', 'mother', 'home', 'check', 'mails']",congrat treat pende mail 2 day mail thru respect mother home check mail
ham,I called but no one pick up e phone. I ask both of them already they said ok.,0,"['I', 'called', 'one', 'pick', 'e', 'phone', 'I', 'ask', 'already', 'said', 'ok']",call one pick e phone ask already say ok
ham,Hi my email address has changed now it is ,0,"['Hi', 'email', 'address', 'changed']",hi email address change
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,"['V', 'aluable', 'A', 'ffectionate', 'L', 'oveable', 'E', 'ternal', 'N', 'oble', 'T', 'ruthful', 'I', 'ntimate', 'N', 'atural', 'E', 'namous', 'Happy', 'VALENTINES', 'DAY', 'advance']",v aluable ffectionate l oveable e ternal n oble ruthful ntimate n atural e namous happy valentines day advance
ham,"Not much, just some textin'. How bout you?",0,"['Not', 'much', 'textin', 'How', 'bout']",much textin bout
ham,Bring it if you got it,0,"['Bring', 'got']",bring get
ham,I'm in a movie. Call me 4 wat?,0,"['I', 'movie', 'Call', '4', 'wat']",movie call 4 wat
ham,Not sure I have the stomach for it ...,0,"['Not', 'sure', 'I', 'stomach']",sure stomach
ham,Haha... can... But i'm having dinner with my cousin...,0,"['Haha', 'But', 'dinner', 'cousin']",haha dinner cousin
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0,"['A', 'boy', 'late', '2', 'home', 'His', 'father', 'POWER', 'OF', 'FRNDSHIP']",boy late 2 home father power frndship
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",0,"['And', 'man', 'carlos', 'definitely', 'coming', 'mu', 'tonight', 'excuses']",man carlos definitely come mu tonight excuse
ham,soon you will have the real thing princess! Do i make you wet? :),0,"['soon', 'real', 'thing', 'princess', 'Do', 'make', 'wet']",soon real thing princess make wet
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,"['Raji', 'pls', 'favour', 'Pls', 'convey', 'Birthday', 'wishes', 'Nimya', 'Pls', 'Today', 'birthday']",raji pls favour pls convey birthday wish nimya pls today birthday
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0,"['Haha', 'legs', 'neck', 'killing', 'amigos', 'hoping', 'end', 'night', 'burn', 'think', 'I', 'could', 'swing', 'like', 'hour']",haha leg neck kill amigo hope end night burn think could swing like hour
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,"['URGENT', 'Your', 'mobile', 'No', '07xxxxxxxxx', '2', '000', 'bonus', 'caller', 'prize', '02', '06', '03', '2nd', 'attempt', 'reach', 'YOU', 'call', '09066362231', 'ASAP', 'BOX97N7QP', '150PPM']",URGENT mobile 07xxxxxxxxx 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362231 asap BOX97N7QP 150ppm
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0,"['Usually', 'body', 'takes', 'care', 'buy', 'making', 'sure', 'doesnt', 'progress', 'Can', 'pls', 'continue', 'talk', 'saturday']",usually body take care buy make sure do not progress pls continue talk saturday
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,"['URGENT', 'Your', '4', 'Costa', 'Del', 'Sol', 'Holiday', '5000', 'await', 'collection', 'Call', '09050090044', 'Now', 'toClaim', 'SAE', 'TC', 'POBox334', 'Stockport', 'SK38xh', 'Cost', '1', '50', 'pm', 'Max10mins']",URGENT 4 costa del sol holiday 5000 await collection call 09050090044 toClaim SAE tc pobox334 stockport SK38xh cost 1 50 pm max10min
ham,"Hmm well, night night ",0,"['Hmm', 'well', 'night', 'night']",hmm well night night
ham,Just wanted to say holy shit you guys weren't kidding about this bud,0,"['Just', 'wanted', 'say', 'holy', 'shit', 'guys', 'kidding', 'bud']",want say holy shit guy kid bud
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0,"['Just', 'gettin', 'bit', 'arty', 'collages', 'mo', 'well', 'tryin', '2', 'ne', 'way', 'Got', 'roast', 'min', 'lovely', 'shall', 'enjoy']",gettin bit arty collage mo well tryin 2 ne way get roast min lovely shall enjoy
ham,"This is one of the days you have a billion classes, right?",0,"['This', 'one', 'days', 'billion', 'classes', 'right']",one day billion class right
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",0,"['Goodmorning', 'today', 'late', '2hrs', 'Because', 'back', 'pain']",goodmorne today late 2hrs back pain
ham,Ok then i'll let him noe later n ask him call u tmr...,0,"['Ok', 'let', 'noe', 'later', 'n', 'ask', 'call', 'u', 'tmr']",ok let noe later n ask call u tmr
ham,Prabha..i'm soryda..realy..frm heart i'm sory,0,"['Prabha', 'soryda', 'realy', 'frm', 'heart', 'sory']",prabha soryda realy frm heart sory
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0,"['OK', 'waliking', 'ard', 'Do', 'u', 'wan', '2', 'buy', 'anything', 'go', 'ur', 'house']",ok walike ard u wan 2 buy anything go ur house
ham,* Will have two more cartons off u and is very pleased with shelves,0,"['Will', 'two', 'cartons', 'u', 'pleased', 'shelves']",two carton u please shelf
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,0,"['Nice', 'talking', 'please', 'dont', 'forget', 'pix', 'want', 'see']",nice talk please do not forget pix want see
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1,"['You', 'WON', 'guaranteed', '1000', 'cash', '2000', 'prize', 'To', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', '08714712379', '10am', '7pm', 'Cost', '10p']",guarantee 1000 cash 2000 prize claim yr prize call customer service representative 08714712379 10 am 7 pm cost 10p
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,0,"['But', 'really', 'quite', 'funny', 'lor', 'wat', 'Then', 'u', 'shd', 'haf', 'run', 'shorter', 'distance', 'wat']",really quite funny lor wat u shd haf run short distance wat
ham,I notice you like looking in the shit mirror youre turning into a right freak,0,"['I', 'notice', 'like', 'looking', 'shit', 'mirror', 'youre', 'turning', 'right', 'freak']",notice like look shit mirror you re turn right freak
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0,"['Great', 'I', 'getting', 'worried', 'Just', 'know', 'wonderful', 'caring', 'person', 'like', 'best', 'life', 'Know', 'u', 'r', 'wonderful', 'God', 'love']",great get worried know wonderful care person like good life know u r wonderful God love
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",1,"['Thanks', 'ringtone', 'order', 'ref', 'number', 'K718', 'Your', 'mobile', 'charged', '4', '50', 'Should', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065069120']",thank ringtone order ref number K718 mobile charge 4 50 tone arrive please call customer service 09065069120
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",0,"['I', 'prefer', 'free', 'days', 'Tues', 'wed', 'fri', 'oso', 'Ü', 'ask', 'workin', 'lor']",prefer free day tue we d fri oso Ü ask workin lor
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,"['Alrite', 'jod', 'hows', 'revision', 'goin', 'Keris', 'bin', 'doin', 'smidgin', 'N', 'e', 'way', 'u', 'wanna', 'cum', 'college', 'xx']",alrite jod how s revision goin Keris bin doin smidgin n e way u wanna cum college xx
ham,If you have belive me. Come to my home.,0,"['If', 'belive', 'Come', 'home']",belive come home
ham,Oh k.k..where did you take test?,0,"['Oh', 'k', 'k', 'take', 'test']",oh k k take test
ham,Those were my exact intentions,0,"['Those', 'exact', 'intentions']",exact intention
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0,"['haha', 'money', 'leh', 'Later', 'got', 'go', 'tuition', 'Haha', 'looking', 'empty', 'slots', 'driving', 'lessons']",haha money leh later get go tuition haha look empty slot drive lesson
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",0,"['Hey', 'Thk', 'juz', 'go', 'accordin', 'wat', 'discussed', 'yest', 'lor', 'except', 'kb', 'sun', 'Cos', 'nt', 'much', 'lesson', 'go', 'attend', 'kb', 'sat']",hey thk juz go accordin wat discuss y lor except kb sun cos not much lesson go attend kb sit
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0,"['K', 'wen', 'ur', 'free', 'come', 'home', 'also', 'tel', 'vikky', 'hav', 'sent', 'mail', 'also', 'Better', 'come', 'evening', 'il', 'free', 'today', 'aftr', '6pm']",k wen ur free come home also tel vikky hav send mail also well come evening il free today aftr 6 pm
ham,Nothing just getting msgs by dis name wit different no's..,0,"['Nothing', 'getting', 'msgs', 'dis', 'name', 'wit', 'different']",nothing get msgs dis name wit different
ham,Good Morning plz call me sir,0,"['Good', 'Morning', 'plz', 'call', 'sir']",good morning plz call sir
ham,What's your room number again? Wanna make sure I'm knocking on the right door,0,"['What', 'room', 'number', 'Wanna', 'make', 'sure', 'I', 'knocking', 'right', 'door']",room number Wanna make sure knock right door
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",0,"['Si', 'como', 'listened2the', 'plaid', 'album', 'quite', 'gd', 'new', 'air1', 'hilarious', 'also', 'bought', 'braindance', 'comp', 'ofstuff', 'aphex', 'abel', 'u', 'hav2hear', 'c', 'u', 'sn', 'xxxx']",si como listened2the plaid album quite gd new air1 hilarious also buy braindance comp ofstuff aphex abel u hav2hear c u sn xxxx
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,0,"['Pls', 'tell', 'nelson', 'bb', 'longer', 'comin', 'The', 'money', 'expecting', 'aint', 'coming']",pls tell nelson bb long comin money expect be not come
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",0,"['Give', 'something', 'drink', 'takes', 'vomit', 'temp', 'might', 'drop', 'If', 'unmits', 'however', 'let', 'know']",give something drink take vomit temp might drop unmit however let know
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,"['Think', 'sent', 'text', 'home', 'phone', 'That', 'cant', 'display', 'texts', 'If', 'still', 'want', 'send', 'number']",think send text home phone can not display text still want send number
ham,Every day i use to sleep after  &lt;#&gt;  so only.,0,"['Every', 'day', 'use', 'sleep', 'lt', 'gt']",every day use sleep lt gt
ham,K I'll call you when I'm close,0,"['K', 'I', 'call', 'I', 'close']",k call close
ham,U buy newspapers already?,0,"['U', 'buy', 'newspapers', 'already']",u buy newspaper already
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0,"['Nope', 'wif', 'sis', 'lor', 'Aft', 'bathing', 'dog', 'bathe', 'Looks', 'like', 'going', '2', 'rain', 'soon']",nope wif sis lor aft bathe dog bathe look like go 2 rain soon
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0,"['Boo', 'I', 'way', 'moms', 'She', 'making', 'tortilla', 'soup', 'Yummmm']",boo way mom make tortilla soup yummmm
ham,No management puzzeles.,0,"['No', 'management', 'puzzeles']",management puzzele
ham,How did you find out in a way that didn't include all of these details,0,"['How', 'find', 'way', 'include', 'details']",find way include detail
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,"['Hi', 'ya', 'babe', 'x', 'u', '4goten', 'bout', 'scammers', 'getting', 'smart', 'Though', 'regular', 'vodafone', 'respond', 'get', 'prem', 'rate', 'msg', 'subscription', 'Other', 'nos', 'used', 'also', 'Beware']",hi ya babe x u 4goten bout scammer get smart though regular vodafone respond get prem rate msg subscription nos use also beware
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,1,"['Back', '2', 'work', '2morro', 'half', 'term', 'Can', 'U', 'C', '2nite', '4', 'sexy', 'passion', 'B4', 'I', '2', 'go', 'back', 'Chat', 'NOW', '09099726481', 'Luv', 'DENA', 'Calls', '1', 'minMobsmoreLKPOBOX177HP51FL']",back 2 work 2morro half term u c 2nite 4 sexy passion B4 2 go back chat 09099726481 luv DENA call 1 minMobsmoreLKPOBOX177HP51FL
ham,will you like to be spoiled? :),0,"['like', 'spoiled']",like spoil
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",1,"['Thanks', 'ringtone', 'order', 'ref', 'number', 'R836', 'Your', 'mobile', 'charged', '4', '50', 'Should', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065069154']",thank ringtone order ref number R836 mobile charge 4 50 tone arrive please call customer service 09065069154
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0,"['I', 'getting', 'threats', 'sales', 'executive', 'Shifad', 'raised', 'complaint', 'Its', 'official', 'message']",get threat sale executive shifad raise complaint official message
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,"['hope', 'things', 'went', 'well', 'doctors', 'reminds', 'still', 'need', '2go', 'u', 'c', 'little', 'thing', 'left', 'lounge']",hope thing go well doctor remind still need 2go u c little thing leave lounge
ham,Den wat will e schedule b lk on sun?,0,"['Den', 'wat', 'e', 'schedule', 'b', 'lk', 'sun']",den wat e schedule b lk sun
ham,Lol enjoy role playing much?,0,"['Lol', 'enjoy', 'role', 'playing', 'much']",Lol enjoy role play much
ham,Ok. Me watching tv too.,0,"['Ok', 'Me', 'watching', 'tv']",ok watch tv
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",0,"['I', 'lov', 'line', 'Hurt', 'truth', 'I', 'mind', 'wil', 'tolerat', 'bcs', 'ur', 'someone', 'But', 'Never', 'comfort', 'lie', 'gud', 'ni8', 'sweet', 'dreams']",lov line hurt truth mind wil tolerat bcs ur someone never comfort lie gud ni8 sweet dream
ham,"Just checked out, heading out to drop off my stuff now",0,"['Just', 'checked', 'heading', 'drop', 'stuff']",check head drop stuff
ham,Here got lots of hair dresser fr china.,0,"['Here', 'got', 'lots', 'hair', 'dresser', 'fr', 'china']",get lot hair dresser fr china
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,"['Sad', 'story', 'Man', 'Last', 'week', 'b', 'day', 'My', 'Wife', 'nt', 'wish', 'My', 'Parents', 'forgot', 'n', 'Kids', 'I', 'went', 'work', 'Even', 'Colleagues', 'wish']",sad story man last week b day wife not wish parent forget n kid go work even colleague wish
ham,Ill call you evening ill some ideas.,0,"['Ill', 'call', 'evening', 'ill', 'ideas']",ill call evening ill idea
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,"['SplashMobile', 'Choose', '1000s', 'gr8', 'tones', 'wk', 'This', 'subscrition', 'service', 'weekly', 'tones', 'costing', '300p', 'U', 'one', 'credit', 'kick', 'back', 'ENJOY']",SplashMobile choose 1000s gr8 tone wk subscrition service weekly tone cost 300p u one credit kick back ENJOY
ham,Did you show him and wot did he say or could u not c him 4 dust?,0,"['Did', 'show', 'wot', 'say', 'could', 'u', 'c', '4', 'dust']",show wot say could u c 4 dust
ham,It should take about  &lt;#&gt;  min,0,"['It', 'take', 'lt', 'gt', 'min']",take lt gt min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,"['Not', 'heard', 'U4', 'Call', '4', 'rude', 'chat', 'private', 'line', '01223585334', 'cum', 'Wan', '2C', 'pics', 'gettin', 'shagged', 'text', 'PIX', '8552', '2End', 'send', 'STOP', '8552', 'SAM', 'xxx']",hear U4 call 4 rude chat private line 01223585334 cum Wan 2c pic gettin shag text pix 8552 2end send stop 8552 SAM xxx
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,"['Ok', 'bus', 'If', 'come', 'soon', 'come', 'otherwise', 'tomorrow']",ok bus come soon come otherwise tomorrow
ham,I cant pick the phone right now. Pls send a message,0,"['I', 'cant', 'pick', 'phone', 'right', 'Pls', 'send', 'message']",can not pick phone right pls send message
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,"['Forwarded', '88877', 'FREE', 'entry', '250', 'weekly', 'comp', 'send', 'word', 'ENTER', '88877', 'NOW', '18', 'T', 'C', 'www', 'textcomp', 'com']",forward 88877 free entry 250 weekly comp send word enter 88877 18 c www textcomp com
ham,Finish liao... U?,0,"['Finish', 'liao', 'U']",finish liao u
spam,88066 FROM 88066 LOST 3POUND HELP,1,"['88066', 'FROM', '88066', 'LOST', '3POUND', 'HELP']",88066 88066 lose 3pound help
ham,Haha i think i did too,0,"['Haha', 'think']",haha think
ham,U know we watchin at lido?,0,"['U', 'know', 'watchin', 'lido']",u know watchin lido
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,"['Life', 'spend', 'someone', 'lifetime', 'may', 'meaningless', 'moments', 'spent', 'someone', 'really', 'love', 'means', 'life']",life spend someone lifetime may meaningless moment spend someone really love mean life
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0,"['Haha', 'awesome', 'I', '4u', 'couple', 'times', 'Who', 'coming']",haha awesome 4u couple time come
ham,Cold. Dont be sad dear,0,"['Cold', 'Dont', 'sad', 'dear']",cold do not sad dear
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0,"['Think', 'I', 'could', 'stop', 'like', 'hour', 'My', 'roommate', 'looking', 'stock', 'trip']",think could stop like hour roommate look stock trip
ham,Is that on the telly? No its Brdget Jones!,0,"['Is', 'telly', 'No', 'Brdget', 'Jones']",telly brdget Jones
ham,Love you aathi..love u lot..,0,"['Love', 'aathi', 'love', 'u', 'lot']",love aathi love u lot
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0,"['Hello', 'How', 'r', 'u', 'Im', 'bored', 'Inever', 'thought', 'id', 'get', 'bored', 'tv', 'I', 'Tell', 'something', 'exciting', 'happened', 'Anything']",hello r u I m bored Inever think I d get bored tv tell something exciting happen anything
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0,"['Hmm', 'Bad', 'news', 'Hype', 'park', 'plaza', '700', 'studio', 'taken', 'Only', 'left', '2', 'bedrm', '900']",hmm bad news hype park plaza 700 studio take leave 2 bedrm 900
ham,"Sorry, I'll call later in meeting",0,"['Sorry', 'I', 'call', 'later', 'meeting']",sorry call later meeting
ham,R ü comin back for dinner?,0,"['R', 'ü', 'comin', 'back', 'dinner']",r ü comin back dinner
ham,"I hav almost reached. Call, i m unable to connect u.",0,"['I', 'hav', 'almost', 'reached', 'Call', 'unable', 'connect', 'u']",hav almost reach call unable connect u
ham,Whom you waited for yesterday,0,"['Whom', 'waited', 'yesterday']",wait yesterday
ham,I reach home safe n sound liao...,0,"['I', 'reach', 'home', 'safe', 'n', 'sound', 'liao']",reach home safe n sound liao
ham,"Velly good, yes please!",0,"['Velly', 'good', 'yes', 'please']",velly good yes please
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0,"['Hi', 'wkend', 'ok', 'journey', 'terrible', 'Wk', 'good', 'huge', 'back', 'log', 'marking']",hi wkend ok journey terrible wk good huge back log mark
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0,"['I', 'two', 'letters', 'I', 'copy', 'cos', 'one', 'message', 'Speak', 'soon']",two letter copy cos one message speak soon
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0,"['Alex', 'knows', 'guy', 'sells', 'mids', 'south', 'tampa', 'I', 'think', 'I', 'could', 'set', 'like', '8']",Alex know guy sell mid south tampa think could set like 8
ham,Dont you have message offer,0,"['Dont', 'message', 'offer']",do not message offer
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,"['Had', 'mobile', '11mths', 'Update', 'FREE', 'Oranges', 'latest', 'colour', 'camera', 'mobiles', 'unlimited', 'weekend', 'calls', 'Call', 'Mobile', 'Upd8', 'freefone', '08000839402', '2StopTx']",mobile 11mths update free orange late colour camera mobile unlimited weekend call call mobile Upd8 freefone 08000839402 2stoptx
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0,"['HEY', 'THERE', 'BABE', 'HOW', 'U', 'DOIN', 'WOT', 'U', 'UP', '2', '2NITE', 'LOVE', 'ANNIE', 'X']",hey BABE u DOIN wot u 2 2NITE love annie x
ham,Remind me how to get there and I shall do so,0,"['Remind', 'get', 'I', 'shall']",remind get shall
ham,:-( that's not v romantic!,0,"['v', 'romantic']",v romantic
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0,"['Hello', 'Damn', 'christmas', 'thing', 'I', 'think', 'decided', 'keep', 'mp3', 'doesnt', 'work']",hello damn christmas thing think decide keep mp3 do not work
spam,You have 1 new message. Please call 08718738034.,1,"['You', '1', 'new', 'message', 'Please', 'call', '08718738034']",1 new message please call 08718738034
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0,"['HI', 'DARLIN', 'IM', 'MISSIN', 'U', 'HOPE', 'YOU', 'ARE', 'HAVING', 'A', 'GOOD', 'TIME', 'WHEN', 'ARE', 'U', 'BACK', 'AND', 'WHAT', 'TIME', 'IF', 'U', 'CAN', 'GIVE', 'ME', 'A', 'CALL', 'AT', 'HOME', 'JESS', 'XX']",HI DARLIN IM missin u HOPE good TIME u back TIME u give call HOME JESS XX
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1,"['Forwarded', '21870000', 'Hi', 'Mailbox', 'Messaging', 'SMS', 'alert', 'You', '4', 'messages', 'You', '21', 'matches', 'Please', 'call', 'back', '09056242159', 'retrieve', 'messages', 'matches']",forward 21870000 hi Mailbox message SMS alert 4 message 21 match please call back 09056242159 retrieve message match
ham,Draw va?i dont think so:),0,"['Draw', 'va', 'dont', 'think']",draw va do not think
ham,Dont pick up d call when something important is There to tell. Hrishi,0,"['Dont', 'pick', 'call', 'something', 'important', 'There', 'tell', 'Hrishi']",do not pick call something important tell Hrishi
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,"['Congrats', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', '4', 'FREE', 'bx420', 'ip4', '5we', '150pm', 'Dont', 'miss']",congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 StarWars3 etc 4 free bx420 ip4 5we 150pm do not miss
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,0,"['Nothin', 'comes', 'mind', 'Ü', 'help', 'buy', 'hanger', 'lor', 'Ur', 'laptop', 'heavy']",nothin come mind Ü help buy hanger lor Ur laptop heavy
ham,"&lt;#&gt; , that's all? Guess that's easy enough",0,"['lt', 'gt', 'Guess', 'easy', 'enough']",lt gt guess easy enough
ham,We can make a baby in yo tho,0,"['We', 'make', 'baby', 'yo', 'tho']",make baby yo tho
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,"['Should', 'I', 'tell', 'friend', 'come', 'round', 'til', 'like', 'lt', 'gt', 'ish']",tell friend come round til like lt gt ish
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,"['Friendship', 'poem', 'Dear', 'O', 'Dear', 'U', 'R', 'Not', 'Near', 'But', 'I', 'Can', 'Hear', 'Dont', 'Get', 'Fear', 'Live', 'With', 'Cheer', 'No', 'More', 'Tear', 'U', 'R', 'Always', 'Dear', 'Gud', 'ni8']",friendship poem dear dear u r near hear do not get fear live cheer tear u r always dear gud ni8
ham,Still in the area of the restaurant. Ill try to come back soon,0,"['Still', 'area', 'restaurant', 'Ill', 'try', 'come', 'back', 'soon']",still area restaurant ill try come back soon
ham,"Aight that'll work, thanks",0,"['Aight', 'work', 'thanks']",aight work thank
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,"['WIN', 'year', 'supply', 'CDs', '4', 'store', 'ur', 'choice', 'worth', '500', 'enter', '100', 'Weekly', 'draw', 'txt', 'MUSIC', '87066', 'Ts', 'Cs', 'www', 'Ldew', 'com', 'subs16', '1win150ppmx3']",WIN year supply cd 4 store ur choice worth 500 enter 100 weekly draw txt MUSIC 87066 ts cs www ldew com subs16 1win150ppmx3
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,1,"['Moby', 'Pub', 'Quiz', 'Win', '100', 'High', 'Street', 'prize', 'u', 'know', 'new', 'Duchess', 'Cornwall', 'Txt', 'first', 'name', '82277', 'unsub', 'STOP', '1', '50', '008704050406', 'SP', 'Arrow']",Moby pub Quiz win 100 high street prize u know new duchess cornwall Txt first name 82277 unsub stop 1 50 008704050406 sp Arrow
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",0,"['I', '2', 'sleeping', 'bags', '1', 'blanket', 'paper', 'phone', 'details', 'Anything', 'else']",2 sleep bag 1 blanket paper phone detail anything else
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,1,"['You', 'Nokia', '7250i', 'This', 'get', 'win', 'FREE', 'auction', 'To', 'take', 'part', 'send', 'Nokia', '86021', 'HG', 'Suite342', '2Lands', 'Row', 'W1JHL', '16']",Nokia 7250i get win free auction take part send Nokia 86021 HG suite342 2land row W1JHL 16
